rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
7,2CUwpTA4gOSouCTyRN1vnE,Itay Levi,אין לי מקום אחר,Mobile1 Music,5,9,10,210465,22/02/2024,0.446,0.403,0.372,180.069,-7.585,0.715,0,0.0278,0.506
8,34aKXUhVdHGTzWOt85RjGq,Osher Cohen,אהבה,Helicon Aroma Music Ltd./ P.A.I Ltd.,1,7,37,201642,22/02/2024,0.462,0.427,0.733,126.799,-10.983,0.618,0,0.0627,0.105
9,1pizAMAnDm5kDUSBKY3SPk,Osher Cohen,עד שיירד הסהר,Helicon Aroma Music Ltd./ P.A.I Ltd.,6,6,2,174166,22/02/2024,0.496,0.257,0.297,127.66,-11.769,0.904,0,0.0407,0.335
10,1dkljZlzg37FoGtUJ1EsxQ,Osher Cohen,איפה אתה,Helicon Aroma Music Ltd./ P.A.I Ltd.,10,10,2,171875,22/02/2024,0.326,0.458,0.121,171.815,-8.914,0.848,0,0.0462,0.107
11,6nSQvSGrFykSmDIOetK94r,Jasmin Moallem,יהיה טוב,Helicon Music,1,11,38,162919,22/02/2024,0.604,0.423,0.303,104.238,-11.237,0.725,0.0006,0.202,0.108
12,44GSjYhBxuuKx0ikN5Dmag,"Omer Adam, Jasmin Moallem",יהיה טוב & מים שקופים,P.A.I LTD / Jasmin Moallem,2,12,25,161404,22/02/2024,0.42,0.352,0.514,98.69,-8.028,0.788,0,0.0381,0.665
13,2fewVF6oOGKux69rHGbPMq,Eden Hason,צוחקת ובוכה,Mobile1 Music,13,24,3,158392,22/02/2024,0.661,0.429,0.278,125.92,-5.633,0.83,0,0.0324,0.15
14,6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,"Night Street Records, Inc./Warner Records Inc.",14,23,4,156334,22/02/2024,0.472,0.471,0.219,105.029,-5.692,0.151,0,0.0603,0.14
15,0E9S1H3TktlpHmGyuKEfkL,יגל אושרי,לצאת מדיכאון,Liam Productions under exclusive license to D-Music,1,14,27,142585,22/02/2024,0.553,0.48,0.41,126.964,-9.552,0.432,0,0.0301,0.13
16,3cXhJh34pRLkZegiL5cfy9,ששון איפרם שאולוב,כשיגמר לכם הקיץ,Mobile1 Music,11,17,19,140368,22/02/2024,0.522,0.405,0.619,143.676,-9.405,0.732,0,0.0466,0.297
17,3yqs30JY1zriDdlN2di2gI,"ששון איפרם שאולוב, Odeya",הדם שלי,Mobile1 Music,14,15,5,131753,22/02/2024,0.503,0.407,0.435,143.981,-8.637,0.546,0,0.0328,0.175
18,6IVIMUcrykPBQqWVA0g7zw,"STILLA, Ness",חרבו דרבו,2023 Maman Productions & Va’ad Ha Bait Records by PIL ltd,1,16,15,129580,22/02/2024,0.743,0.519,0.878,144.044,-10.364,0.502,0,0.305,0.219
19,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,RCA Records Label,6,20,23,128714,22/02/2024,0.75,0.733,0.844,111.018,-3.18,0.256,0,0.0319,0.114
20,0QDGzInNYjTlYI28Xq7slK,"Doli & Penn, Eden Hason",לאהוב אותך כל יום,Dolev Ram / Penn Hazut / Sarit Productions under exclusive license to D-Music,1,21,40,125737,22/02/2024,0.607,0.468,0.516,74.996,-8.711,0.164,0,0.039,0.122
21,1D8HR389yohrWVZ1yHI2bc,Tuna,היי בייב,NaNa Disc,4,25,114,124985,22/02/2024,0.648,0.776,0.625,92.033,-7.552,0.0096,0,0.0401,0.145
22,5zdau2dtmOUHF3CJ3odKfb,ששון איפרם שאולוב,נתראה בגלגול הבא,Mobile1 Music,18,22,15,124782,22/02/2024,0.58,0.37,0.455,159.958,-10.219,0.728,0,0.0445,0.129
23,1lHlKCdVZ4CGbbkTuG6LfT,Jasmin Moallem,יחפים,Helicon Music,4,18,116,123368,22/02/2024,0.343,0.331,0.154,173.65,-11.067,0.857,0,0.0421,0.0896
24,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,20,28,6,123147,22/02/2024,0.706,0.8,0.629,100.011,-6.333,0.0058,0,0.0399,0.0822
25,4wEFTT1fmFfsLY1K7Y40Cy,"Peled, Nastia Rod",עזבת ת'בית,Mobile1 Music,5,19,28,121337,22/02/2024,0.725,0.633,0.571,140.069,-6.421,0.436,0,0.0465,0.0931
26,6oTChqDVAXNxJrg57siTxB,Hanan Ben Ari,עטלף עיוור,Hanan Ben Ari under exclusive license to D-Music,13,26,41,119697,22/02/2024,0.409,0.397,0.178,135.227,-9.592,0.385,0,0.0351,0.137
27,3QCWA9RzAPb4Xw4BagADFq,Osher Cohen,ככה וככה,Helicon Aroma Music Ltd./ P.A.I Ltd.,2,13,37,119421,22/02/2024,0.701,0.629,0.34,125.965,-9.208,0.326,0,0.05,0.179
28,0CBpvL8Z0NRdazbJ4HDm9M,Osher Cohen,תרקדי (7.10.23),Helicon Aroma Music Ltd./ P.A.I Ltd.,10,27,16,111816,22/02/2024,0.469,0.227,0.207,118.707,-10.004,0.743,0,0.0354,0.1
29,4I9NVCnjIRVriXfNE7VhE0,Eden Hason,עושה לי צרות,Mobile1 Music,3,31,92,107965,22/02/2024,0.552,0.433,0.334,89.329,-9.792,0.777,0,0.068,0.139
30,7BcRDWY4VTCvRRHoobFWWo,"Tuna, Jasmin Moallem",סהרה - Live,NaNa Disc,1,30,88,104615,22/02/2024,0.33,0.768,0.361,156.52,-6.433,0.75,0,0.129,0.963
31,5oi46p5BbFdvgI0bAeu1rX,Eyal Golan,עם ישראל חי,Liam Productions under exclusive license to D-Music,7,29,18,98111,22/02/2024,0.66,0.582,0.479,105.036,-9.52,0.67,0,0.0331,0.166
32,7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,Columbia,1,38,56,97011,22/02/2024,0.706,0.691,0.632,118.048,-4.775,0.0584,0.0001,0.0633,0.0232
33,2foTZaysNY65xcTXlQKxg4,Odeya,אם אתה שלי,Helicon Aroma Music Ltd.,33,37,3,96004,22/02/2024,0.564,0.384,0.533,75.99,-7.965,0.875,0,0.055,0.122
34,17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,34,59,5,95118,22/02/2024,0.561,0.604,0.242,159.92,-4.409,0.199,0,0.0337,0.104
35,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,32,44,85,95010,22/02/2024,0.464,0.417,0.479,67.528,-9.345,0.136,0.022,0.0256,0.0974
36,7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,F-Stop Records/Atlantic,34,43,200,93068,22/02/2024,0.484,0.731,0.51,101.654,-6.694,0.431,0,0.0379,0.151
37,4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,Generation Now/Atlantic,31,40,13,92857,22/02/2024,0.943,0.558,0.606,104.983,-4.911,0.0026,0,0.0568,0.0937
38,1saT4tObMScARIwT4wTv0W,Ravid Plotnik,נתראה בגלגול הבא,NaNa Disc,23,34,215,92405,22/02/2024,0.511,0.396,0.197,111.506,-13.945,0.184,0.51,0.0389,0.68
39,60BOR51eeN8A3wYIrElggH,"Osher Cohen, Odeya",אני פה,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,2,42,54,92306,22/02/2024,0.732,0.54,0.349,106.998,-8.727,0.511,0,0.0986,0.431
40,0PfvEnfj3hHl7zlc0WcfGY,Ravid Plotnik,‏שלווה בארמונותייך,NaNa Disc,23,32,96,90865,22/02/2024,0.335,0.331,0.187,136.164,-10.124,0.563,0,0.0349,0.161
41,3mCCFs2hdDM2mObzARzxOg,"STILLA, Ness",תיק קטן,2023 Va’ad Ha Bait records By PIL LTD,1,36,43,90246,22/02/2024,0.878,0.553,0.354,138.012,-8.424,0.53,0.0002,0.374,0.14
42,68kVzJf0STAv91tuLutuDr,Eden Hason,שקיעות אדומות,Mobile1 Music,2,35,174,89798,22/02/2024,0.585,0.394,0.345,84.018,-9.016,0.676,0,0.0321,0.119
43,3X0WwsNHfSqpd85A9Iggr2,"Hanan Ben Ari, Peer Tasi",38 וחוץ מכדורגל,Peer Tasi / Hanan Ben Ari under eclusive license to D-Music,13,33,23,85677,22/02/2024,0.441,0.273,0.267,138.343,-12.426,0.577,0,0.0393,0.0653
44,1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,9,47,34,85572,22/02/2024,0.484,0.53,0.323,136.848,-5.821,0.154,0,0.0538,0.263
45,4Ow0gCGxYfOcyiCuZOt9mp,Avraham Tal,שבוע טוב,Digistage,17,50,187,85513,22/02/2024,0.697,0.777,0.555,103.996,-3.472,0.0107,0,0.0834,0.097
46,3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,YZY,46,51,2,84132,22/02/2024,0.594,0.811,0.311,148.144,-5.746,0.189,0,0.159,0.339
47,5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,Warner Records/Major Recordings,7,46,25,82624,22/02/2024,0.628,0.523,0.416,169.982,-8.307,0.701,0.0027,0.0946,0.219
48,2KBtuxA73fMKyj37wr1XKM,Omer Adam,סטלות,P.A.I LTD,13,52,26,82408,22/02/2024,0.636,0.416,0.518,87.914,-8.602,0.871,0,0.042,0.0896
49,1zZ9bah4HU0TtICQzCFXp3,"Avi Aburomi, Mor",אין אותנו יותר (By Tamar Yahalomy & Yonatan Kalimi),2023 Avi Aburomi By PIL LTD,2,39,56,80710,22/02/2024,0.522,0.428,0.368,154.088,-7.764,0.797,0,0.0358,0.11
50,3RBpmZJ0YG9abVBXI2U1UO,Eden Hason,את חסרה לי,Mobile1 Music,1,48,191,80340,22/02/2024,0.651,0.645,0.307,129.931,-6.173,0.47,0,0.0624,0.2
51,6Eds9y8ZiQHcIegsEIVcYP,"Avraham Tal, Eden Hason",את חסרה לי & אורות,Mobile1 Music,11,45,72,80021,22/02/2024,0.292,0.518,0.376,205.16,-6.974,0.372,0,0.0775,0.537
52,1V87lrAqStoF1zp7BjxEkE,"Subliminal, The Shadow, Raviv Kaner",זה עלינו,Tact Records,52,79,2,79464,22/02/2024,0.4,0.862,0.146,79.689,-5.46,0.0256,0,0.108,0.12
53,3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,YG Marley Music,53,84,3,75609,22/02/2024,0.66,0.727,0.418,125.023,-4.028,0.128,0,0.0441,0.524
54,3yyHRwblo5kk0fH9pfMP6M,"Marina Maximilian, Guy Mentesh",ביחד,Marina Maximilian under exclusive license to D-Music,14,66,180,74158,22/02/2024,0.565,0.59,0.272,108.111,-5.73,0.402,0,0.0838,0.265
55,3Au0H4VhjcXZ5HGOHo8Nc3,Static,רונדלים,Mobile1 Music,3,64,53,73946,22/02/2024,0.857,0.621,0.615,108.966,-6.86,0.117,0,0.203,0.0975
56,6NUzJGlQORUv6NjUwcefr8,Eyal Golan,עיר נמל,Liam Productions under exclusive license to D-Music,11,60,48,73675,22/02/2024,0.723,0.741,0.556,100.012,-6.608,0.0594,0,0.0332,0.0963
57,52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,"Slaughter Gang, LLC/Epic Records",39,54,6,72833,22/02/2024,0.625,0.733,0.244,172.09,-8.757,0.006,0.001,0.0488,0.375
58,3Q6d64XJr20cHQtRd07YGj,"Omer Adam, David Broza",סיגליות,P.A.I LTD,37,70,38,71367,22/02/2024,0.667,0.55,0.672,139.952,-7.795,0.766,0,0.0373,0.373
59,2PpTUW96jjJYr8ib8RUnUu,Tuna,י'א 2,Anana Ltd.,21,72,181,71328,22/02/2024,0.69,0.689,0.584,95.019,-7.37,0.781,0,0.0719,0.084
60,5gOFp28Edmv4nk8HIwnQfe,Yonatan Kalimi,מי את היום בלעדיי,T.Y Studio & Productions under exclusive license to D-Music,6,61,53,71327,22/02/2024,0.46,0.417,0.286,184.158,-9.757,0.733,0,0.0563,0.12
61,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Ain't No Sunshine,Columbia/Legacy,59,74,36,70217,22/02/2024,0.527,0.415,0.515,78.169,-11.451,0.457,0,0.122,0.117
62,4cHhUWXkEtSj7kdue9SO5u,Omer Adam,לשטוף את העצב,P.A.I LTD,29,53,5,69173,22/02/2024,0.329,0.44,0.405,199.366,-9.055,0.49,0,0.0345,0.201
63,28tCQKMuSmbrGKgBVwDON0,Liran Danino,אם מחר אני מת,Helicon Aroma Music Ltd.,57,57,5,69161,22/02/2024,0.473,0.524,0.381,132.047,-7.308,0.755,0,0.044,0.134
64,1f6O2TPzZQhW1Ky2iGYb5X,Hanan Ben Ari,מולדת,Hanan Ben Ari under exclusive license to D-Music,18,67,19,68339,22/02/2024,0.564,0.287,0.424,117.671,-10.938,0.832,0,0.0356,0.298
65,7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",Republic Records,13,63,6,67885,22/02/2024,0.787,0.775,0.787,118.998,-6.614,0.19,0.0001,0.0548,0.113
66,7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,21,75,119,67865,22/02/2024,0.442,0.538,0.139,122.758,-8.55,0.717,0,0.0451,0.09
67,7q40jR7vLHky0IKFTJWJ4K,Eyal Golan,שלום אהובתי,Liam Productions under exclusive license to D-Music,11,62,28,67864,22/02/2024,0.409,0.453,0.154,103.094,-8.051,0.233,0,0.0364,0.211
68,60GvepzSwgGx8kaZNln4L0,Ravid Plotnik,כל הזמן הזה,NaNa Disc,28,71,310,67633,22/02/2024,0.582,0.465,0.33,147.959,-11.032,0.0591,0,0.0555,0.267
69,4y4CClBoVYR9rXmeL5oK9c,"Ravid Plotnik, Avishai Cohen",לי ולה,NaNa Disc,57,65,47,67554,22/02/2024,0.543,0.746,0.65,84.994,-6.968,0.385,0,0.0535,0.173
70,2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,BIGHIT MUSIC,8,-1,10,67133,22/02/2024,0.633,0.607,0.363,74.029,-6.182,0.183,0,0.0532,0.167
71,6W6ssWo1mqA9bLTo47Alsz,"Jasmin Moallem, Mergui",צונאמי,Helicon Music,12,58,38,67108,22/02/2024,0.881,0.514,0.621,109.012,-6.671,0.284,0,0.0711,0.117
72,2pvlbipBAnMXwFkuRwLJpo,"Odeya, E-Z",חורף 23,Helicon Aroma Music Ltd / E-Z Booking Plus,6,55,18,66751,22/02/2024,0.656,0.436,0.225,140.183,-12.478,0.608,0,0.113,0.107
73,3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,Dead Oceans,57,76,20,66551,22/02/2024,0.504,0.308,0.121,113.95,-14.958,0.868,0.135,0.0321,0.158
74,4RyMByXc5HfKc3b8wqwOso,Peer Tasi,אהבה חולה,Peer Tasi LTD under exclusive license to D-Music,1,49,64,66488,22/02/2024,0.616,0.4,0.335,140.27,-11.169,0.193,0.0009,0.0327,0.102
75,5qbezFG8xCtoyUfOcjHUXv,Omer Adam,אני,P.A.I LTD,1,92,62,66373,22/02/2024,0.733,0.481,0.237,111.778,-9.625,0.376,0,0.0947,0.088
76,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,56,73,36,66373,22/02/2024,0.552,0.702,0.564,169.994,-5.707,0.117,0,0.157,0.105
77,1FyfEuRtAFpuItWcuouxkV,Akiva,צעדים,2023 Akiva Turgeman + Or Davidson By PIL LTD,18,77,47,66215,22/02/2024,0.648,0.509,0.329,102.012,-9.559,0.278,0,0.0254,0.155
78,3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,65,78,20,65700,22/02/2024,0.448,0.369,0.0998,174.097,-9.514,0.968,0.272,0.0452,0.638
79,6uCZdJ3p3hrfi6mRKVtt7k,Osher Cohen,תראי אהובתי,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,10,69,54,65130,22/02/2024,0.38,0.636,0.424,86.835,-6.376,0.271,0,0.0504,0.186
80,3hay408PSjTAxPn5TPxzyh,Idan Amedi,חלק מהזמן,A.M Music Productions LTD,27,56,306,64107,22/02/2024,0.568,0.455,0.642,68.463,-7.611,0.626,0,0.0309,0.129
81,5aDaDlIrhFeXUPcBqxGisR,Omer Adam,אחרי כל השנים,P.A.I LTD,69,97,76,63600,22/02/2024,0.573,0.387,0.661,133.528,-6.205,0.736,0,0.0408,0.117
82,3zhFqDzJZfnc8L5QkGWWG6,Benaia Barabi,קרן שמש,B.B Productions Ltd. under exclusive license to D-Music,1,80,84,63431,22/02/2024,0.714,0.487,0.528,100.009,-7.396,0.562,0,0.0257,0.0895
83,6uc5gCVI30JNif2o4Ahmud,Jasmin Moallem,יום כיפור,Helicon Music,41,41,2,62807,22/02/2024,0.373,0.19,0.159,97.219,-10.606,0.932,0,0.0359,0.0949
84,0op6IBN7AhDJEsYl4KpBcH,"הכוכב הבא, אור כהן",לא ידעתי שתלכי ממני,Keshet Broadcasting Ltd. under exclusive license to D-Music,68,68,4,62681,22/02/2024,0.476,0.682,0.36,184.436,-2.088,0.659,0.0001,0.0552,0.433
85,3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,64,85,91,62161,22/02/2024,0.429,0.661,0.285,173.372,-7.227,0.0024,0.0001,0.0281,0.234
86,4lBl6TVdZKF7KyLVw68JfP,Ori Ben Ari,שממה,Mobile1 Music,51,81,132,62092,22/02/2024,0.468,0.484,0.411,139.631,-8.024,0.493,0,0.0452,0.107
87,1hTth4TFnHWYWiXglQ6bN2,Omer Adam,רחוק מכולם,P.A.I Ltd.,1,112,147,61656,22/02/2024,0.804,0.492,0.856,120.063,-6.609,0.674,0,0.0511,0.0923
88,7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,70,93,62,61361,22/02/2024,0.603,0.67,0.446,107.993,-3.882,0.0041,0,0.0249,0.112
89,06RR5ewHedBUC9GRgWLwkK,Ravid Plotnik,מוזיקה טובה,NaNa Disc,25,86,66,60866,22/02/2024,0.647,0.559,0.651,85.409,-6.751,0.128,0,0.181,0.167
90,0n2BeC9E0M7fC2jbKBYetu,Tomer Yosef,כאלו מילים,Unicell,56,106,115,60818,22/02/2024,0.717,0.516,0.963,174.999,-4.739,0.276,0,0.0496,0.0857
91,05KQMm1vL6MnJkgobUtwft,Omer Adam,לבד על המיטה,P.A.I LTD,2,111,107,60354,22/02/2024,0.637,0.53,0.408,140.204,-5.661,0.679,0,0.0336,0.0997
92,7AYmToZ5y67fBjq4RLFbuq,Beyoncé,TEXAS HOLD 'EM,Parkwood Entertainment/Columbia,92,-1,1,60214,22/02/2024,0.727,0.711,0.375,110.012,-6.549,0.582,0,0.078,0.158
93,6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,34,83,32,60123,22/02/2024,0.391,0.084,0.111,79.449,-17.843,0.953,0,0.0317,0.0983
94,52n4gF126eIllrGuc9Zus6,Ishay Ribo,לשוב הביתה,2018 ISHAY RIBO LTD BY PIL LTD,10,147,311,59707,22/02/2024,0.73,0.448,0.632,104.007,-9.074,0.51,0,0.0309,0.0926
95,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,9,87,223,59611,22/02/2024,0.501,0.405,0.446,109.891,-5.679,0.751,0,0.0319,0.105
96,1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,86,95,77,59584,22/02/2024,0.486,0.617,0.417,138.015,-7.115,0.0954,0,0.0287,0.109
97,3uidHx3If1PWAOCMcCdkNH,Tuna,סהרה,NaNa Disc,10,82,114,58992,22/02/2024,0.587,0.531,0.565,160.092,-7.844,0.39,0,0.0741,0.171
98,0cnXDZGevuZ5kj2nbVzPyu,Maor Cohen,לילה עיר,NaNa Disc,62,89,67,58179,22/02/2024,0.365,0.634,0.271,82.877,-5.667,0.637,0,0.0257,0.118
99,5JGVm5Xshr1IlNlW9phZFQ,Eden Hason,לא תראה אותי בוכה,Mobile1 Music,18,90,34,57960,22/02/2024,0.612,0.678,0.548,122.977,-8.995,0.448,0.0024,0.107,0.335
100,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,105,99,57569,22/02/2024,0.52,0.731,0.662,173.93,-5.338,0.342,0.001,0.0557,0.311
101,1ttOlVyZvmnozD2muIxulw,Eviatar Banai,עד מחר,Hed Arzi Ltd.,38,104,309,57275,22/02/2024,0.331,0.557,0.27,163.164,-7.167,0.631,0.0175,0.0292,0.143
102,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,Domino Recording Co,94,113,122,56951,22/02/2024,0.691,0.631,0.8,92.004,-6.478,0.0483,0,0.0368,0.104
103,3kgOZqPw2xurllVbuNxg8E,אבירם עמר,נשמה שלי את,Session42,103,156,2,56788,22/02/2024,0.455,0.461,0.469,118.519,-8.809,0.334,0,0.225,0.439
104,1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group,18,109,45,56311,22/02/2024,0.508,0.43,0.324,130.09,-9.475,0.83,0.0004,0.0335,0.093
105,4ZGe1hugAeejCOd7TWGiz0,Inbal Bibi,אף פעם לא לבד,Universal Music Israel,34,102,27,56297,22/02/2024,0.433,0.472,0.48,83.262,-5.389,0.558,0,0.0424,0.308
106,79frUUdqTcE1Qll6Twt8Ds,Ron Buhnik,לב יפה,Mobile1 Music,22,96,53,56060,22/02/2024,0.489,0.236,0.264,127.555,-11.228,0.913,0,0.0371,0.119
107,0wEqTKnu9Hy3ejZZOgLbZb,הגר יפת,אהבה רק של לילה,Mobile1 Music,107,-1,1,55718,22/02/2024,0.858,0.587,0.328,105.009,-7.333,0.388,0,0.238,0.109
108,4E5fqKktoOAT3shxlolPBm,Odeya,אינטלקטוערסית,Helicon Aroma Music Ltd.,5,88,36,55682,22/02/2024,0.85,0.64,0.19,149.973,-8.184,0.304,0.0001,0.106,0.0808
109,7jdvibTKMCbIP2B77ayD8Q,"דיג'יי אונלי, Talisman, Omri Sabach",עד המדבר,Mobile1 Music,62,138,71,55675,22/02/2024,0.659,0.876,0.563,104.981,-3.976,0.462,0,0.0725,0.0787
110,56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,Kemosabe Records/RCA Records,5,108,29,55307,22/02/2024,0.864,0.556,0.726,99.974,-7.683,0.255,0,0.194,0.112
111,08vuE9ILz25hjgRX4K5tQT,"שירז אברהם, Shlomo Levi",בואי נדבר,Mobile1 Music,94,94,15,55253,22/02/2024,0.585,0.364,0.532,73.818,-8.679,0.906,0,0.0795,0.097
112,3Y4G4E7EVomTWTFSFS0Sn5,Hanan Ben Ari,אלוף העולם,Hanan Ben Ari / Mor Dahan under exclusive license to D-Music,2,134,261,55145,22/02/2024,0.582,0.433,0.22,127.511,-8.309,0.747,0,0.0501,0.133
113,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Elektra (NEK),26,100,11,54941,22/02/2024,0.635,0.841,0.424,109.021,-5.379,0.0134,0,0.0422,0.0622
114,4bm2aZg3iiqMjO3MIiyhAo,"Chen Aharoni, אסתי גינזבורג",נשימה,Mobile1 Music,73,126,53,54597,22/02/2024,0.646,0.723,0.751,136,-6.308,0.0408,0,0.0301,0.284
115,69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,Internet Money Records / 10K Projects,115,137,2,54590,22/02/2024,0.65,0.539,0.253,158.105,-7.281,0.0062,0,0.0561,0.114
116,3cmplhlwMZyQbuTHThyGe7,Idan Rafael Haviv,מחכה,NMC United Entertainment Ltd.,46,135,99,53969,22/02/2024,0.514,0.888,0.517,132.973,-4.502,0.0717,0,0.0278,0.183
117,7GUhiAHLoVy1V8ucQuZ3CB,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),Universal Republic Records,54,99,21,53861,22/02/2024,0.854,0.674,0.848,99.022,-6.23,0.0517,0.0001,0.184,0.509
118,5u29wxDwJzybIkhFfZRtnI,Avraham Tal,אם את הולכת - אקוסטי,Mobile1 Music,118,122,6,52621,22/02/2024,0.496,0.289,0.151,105.811,-8.25,0.521,0,0.0331,0.132
119,0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,22,118,20,52472,22/02/2024,0.601,0.271,0.411,145.494,-8.688,0.937,0,0.0403,0.144
120,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,EMI Catalogue,85,145,141,52433,22/02/2024,0.557,0.54,0.394,129.177,-10.484,0.0339,0.0025,0.0347,0.179
121,5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,FAX Records/Epic,119,132,17,52364,22/02/2024,0.673,0.722,0.519,117.187,-3.495,0.0856,0,0.0755,0.137
122,6ubV4TOnHggG27ygsPxjvR,Osher Cohen,אקורדים בלילות,Helicon Aroma Music Ltd./ P.A.I Production Adam Investment Ltd.,30,114,53,52339,22/02/2024,0.736,0.531,0.77,122.963,-7.799,0.496,0,0.0437,0.543
123,0tIQwXFOyQjd6K7w7PIBrn,Akiva,יש בך הכל,2022 Akiva+Or D. BY PIL LTD,72,119,89,52290,22/02/2024,0.561,0.566,0.436,142.87,-8.479,0.609,0.0004,0.0375,0.131
124,3idINUuyRidKbQiMFt6EkU,"Gal Adam, NOROZ",משוגעת,P.A.I LTD / NOROZ under exclusive license to D-Music,4,128,70,52098,22/02/2024,0.761,0.787,0.542,140.093,-6.503,0.134,0.0015,0.249,0.161
125,3veP41hqImUDYUhBbnZG90,Maor Cohen,שיר של יום חולין,NaNa Disc,63,98,89,52064,22/02/2024,0.44,0.711,0.262,76.17,-4.316,0.0038,0,0.031,0.254
126,77KWLGuKJTk5OtE0mmQ7KT,Daniel Salomon,רבות הדרכים,Hed Arzi Ltd.,77,110,15,52050,22/02/2024,0.534,0.276,0.0644,67.022,-9.305,0.642,0,0.0269,0.108
127,3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,Universal-Island Records Ltd.,46,129,145,51990,22/02/2024,0.566,0.664,0.437,128.945,-5.303,0.634,0,0.0464,0.116
128,3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,116,136,29,51975,22/02/2024,0.545,0.545,0.549,159.94,-7.362,0.667,0.0001,0.107,0.417
129,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,33,149,171,51953,22/02/2024,0.612,0.807,0.398,124.053,-2.81,0.0495,0.0177,0.0336,0.101
130,4JmmjsGmOED0sn0Le3r84u,"Tuna, Ravid Plotnik",עולם משוגע,Anana,29,124,301,51948,22/02/2024,0.569,0.633,0.568,149.904,-8.26,0.363,0.0016,0.0965,0.123
131,4abB8WdkswrxWxcV2e56x9,Eden Hason,גדל לי קצת זקן,Mobile1 Music,2,116,155,51766,22/02/2024,0.671,0.472,0.663,139.748,-7.898,0.875,0,0.0344,0.124
132,5R5wL4rbWPKeUrFGyvc5Nu,Omer Adam,בסוף הכל חולף,P.A.I LTD,132,165,10,51462,22/02/2024,0.432,0.347,0.463,96.005,-9.219,0.802,0,0.0299,0.0751
133,7o6UDPFWtYrjUZnRvi1dvO,Jane Bordeaux,איך אפשר,Helicon Music,83,153,214,51428,22/02/2024,0.615,0.317,0.362,121.808,-10.619,0.126,0,0.0327,0.1
134,2L2vg2n4bU1CVLlpKbQhef,Eviatar Banai,שיר ללא שם,NaNa Disc,40,117,9,51305,22/02/2024,0.353,0.136,0.364,81.927,-15.254,0.939,0.0001,0.0359,0.194
